1.022465814022143,1.0320268473144392,1.0290649331941095,1.026678631910612,1.0302524675629863,Idle
1.024878936392089,1.0308448460642006,1.026678631910612,1.0314363045510209,1.0242771145840124,Idle
1.0302524675629863,1.0314363045510209,1.0218600863525866,1.0308448460642006,1.0284697685841913,Idle
1.0260796904488065,1.0320268473144392,1.026678631910612,1.0332052026779766,1.0326164786139722,Idle
1.02367432338888,1.0326164786139722,1.027276622412413,1.0260796904488065,1.0302524675629863,Idle
1.02367432338888,1.0320268473144392,1.025479793472349,1.0290649331941095,1.0212533702993098,Idle
1.02367432338888,1.0242771145840124,1.0278736664747068,1.029659164724591,1.025479793472349,Idle
1.0260796904488065,1.0260796904488065,1.0278736664747068,1.0302524675629863,1.02367432338888,Idle
1.026678631910612,1.0260796904488065,1.026678631910612,1.0302524675629863,1.026678631910612,Idle
1.0278736664747068,1.0284697685841913,1.0260796904488065,1.026678631910612,1.027276622412413,Idle
1.0206456610213157,1.0367187280553072,1.0194272432392255,1.0308448460642006,1.0206456610213157,Idle
1.0218600863525866,1.0278736664747068,1.0194272432392255,1.0302524675629863,1.02367432338888,Idle
1.02367432338888,1.026678631910612,1.0260796904488065,1.0302524675629863,1.0230705581118578,Idle
1.0230705581118578,1.0326164786139722,1.024878936392089,1.0349659732794885,1.026678631910612,Idle
1.0212533702993098,1.024878936392089,1.0278736664747068,1.0284697685841913,1.0242771145840124,Idle
1.0260796904488065,1.0290649331941095,1.025479793472349,1.0278736664747068,1.0260796904488065,Idle
1.0218600863525866,1.0260796904488065,1.0314363045510209,1.0290649331941095,1.027276622412413,Idle
1.0278736664747068,1.0320268473144392,1.027276622412413,1.0332052026779766,1.0218600863525866,Idle
1.0278736664747068,1.0278736664747068,1.0200369536400946,1.0284697685841913,1.024878936392089,Idle
1.024878936392089,1.0314363045510209,1.0206456610213157,1.0337930237039596,1.0326164786139722,Idle
1.0278736664747068,1.027276622412413,1.0278736664747068,1.0320268473144392,1.0278736664747068,Idle
1.0278736664747068,1.0302524675629863,1.026678631910612,1.037301217311531,1.0308448460642006,Idle
1.0212533702993098,1.0260796904488065,1.024878936392089,1.029659164724591,1.0218600863525866,Idle
1.027276622412413,1.0320268473144392,1.029659164724591,1.0326164786139722,1.029659164724591,Idle
